3D capture:,3D:,Additional microphone(s):,Bluetooth:,Broadcast Mobile TV:,CDMA:,Charging:,Colors:,Data:,Dimensions with the dock:,Dimensions:,Display size:,Dock Features:,Dual SIM:,EU SAR:,External antenna:,Features:,Fifth camera:,Flash:,Fourth camera:,Front:,GSM:,HD Voice:,HDMI:,Headphones connector:,Hearing aid compatibility:,In The Box:,LTE (FDD):,LTE (TDD):,MSRP price:,Main camera:,Materials:,Maximum User Storage:,Mobile Payment:,Model without AMPS is also available (FCC ID:,None,Notifications:,OS:,Other features:,Other:,Peak brightness:,Phone functionality:,Projector:,ROM:,Radio:,Rear:,Resistance:,Resolution:,SIM type:,Screen mirroring:,Second camera:,Sensors:,Speakers:,Storage expansion:,Tablet dock:,Technology:,Third camera:,UMTS:,USB:,Unnamed: 0,Video playback:,Video recording:,VoLTE:,Warranty period:,Weight with the dock:,Weight:,Wi-Fi:,rating
,,,"2.0, EDR",,,,,"HSDPA 3.6 Mbit/s, UMTS",,4.51 x 1.81 x 0.47 inches (115 x 46 x 12 mm),,,,None,,"Numeric keypad, Soft keys",,,,,"850, 900, 1800, 1900 MHz",,,2.5mm,,,,,,2 megapixels,,,,,None,"Notification light, Music ringtones (MP3), Vibration, Phone profiles, Speakerphone","Symbian (9.2), S60 3rd Edition, Feature Pack 1","Voice dialing, Voice commands, Voice recording, Push-to-Talk","Infrared, SyncML, VoIP, Computer sync",,,,256 MB,"FM, Stereo, Visual Radio",Single camera,,240 x 320 pixels,,,,,,,,TFT,,"850, 2100 MHz",USB 2.0,0,,320x240 (QVGA) (15 fps),,,,None,802.11 g,8.4
,,,"2.0, EDR",,,,,UMTS,,4.01 x 1.96 x 0.70 inches (102 x 50 x 17.9 mm),2.4 inches,,,None,,"Numeric keypad, Soft keys, Music control keys",,Yes,,Yes,"850, 900, 1800, 1900 MHz",,,3.5mm,,,,,,2 megapixels,,,,,None,"Music ringtones (MP3), Polyphonic ringtones (64 voices), Vibration, Phone profiles, Speakerphone","Symbian (9.2), S60 3rd Edition, Feature Pack 1","Voice dialing (Speaker independent), Voice commands, Voice recording, Push-to-Talk, Presence","UPnP, SyncML, VoIP, Computer sync",,,,128 MB,"FM, Stereo, Visual Radio",Single camera,,240 x 320 pixels,,,,,,,,TFT,,2100 MHz,USB 2.0,0,,640x480 (VGA) (15 fps),,,,None,"802.11 b, g",8.0
,,,"2.0, EDR",,,,,UMTS,,4.01 x 1.96 x 0.70 inches (102 x 50 x 17.9 mm),2.4 inches,,,None,,"Numeric keypad, Soft keys, Music control keys",,Yes,,Yes,"850, 900, 1800, 1900 MHz",,,3.5mm,,,,,,2 megapixels,,,,,None,"Music ringtones (MP3), Polyphonic ringtones (64 voices), Vibration, Phone profiles, Speakerphone","Symbian (9.2), S60 3rd Edition, Feature Pack 1","Voice dialing (Speaker independent), Voice commands, Voice recording, Push-to-Talk, Presence","UPnP, SyncML, VoIP, Computer sync",,,,128 MB,"FM, Stereo, Visual Radio",Single camera,,240 x 320 pixels,,,,,,,,TFT,,2100 MHz,USB 2.0,0,,320x240 (QVGA) (15 fps),,,,None,"802.11 b, g",8.1
,,,"2.0, EDR",,,,,UMTS,,3.87 x 1.90 x 0.66 inches (98.5 x 48.5 x 17 mm),2.2 inches,,,None,,"Numeric keypad, Soft keys",,Dual LED,,Yes,"850, 900, 1800, 1900 MHz",,,2.5mm,,,,,,3.2 megapixels,,,,,None,"Music ringtones (MP3), Polyphonic ringtones (64 voices), Vibration, Phone profiles, Speakerphone",,"Voice dialing, Voice commands, Voice recording, Push-to-Talk","Computer sync, SyncML",,,,,"FM, Stereo",Single camera,,240 x 320 pixels,,,,,,,,TFT,,"850, 2100 MHz",USB 2.0,0,,640x480 (VGA) (15 fps),,,,None,,8.4
,,,"2.0, EDR",,,,,,,4.08 x 1.75 x 0.38 inches (104 x 44.7 x 9.9 mm),2.0 inches,,,None,,"Numeric keypad, Soft keys",,,,,"850, 1800, 1900 MHz",,,3.5mm,,,,,,2 megapixels,,,,,None,"Music ringtones (MP3), Polyphonic ringtones (64 voices), Vibration, Phone profiles, Speakerphone",,"Voice dialing, Voice commands, Voice recording, Push-to-Talk",SyncML,,,,,"FM, Stereo, Visual Radio",Single camera,,240 x 320 pixels,,,,,,,,TFT,,,USB 2.0,0,,220x176,,,,None,,8.4
,,,"2.0, EDR",,,,,UMTS,,3.92 x 1.74 x 0.77 inches (99.6 x 44.3 x 19.6 mm),,,,None,,"Numeric keypad, Soft keys",,,,,"850, 900, 1800, 1900 MHz",,,2.5mm,,,,,,1.3 megapixels,,,,,None,"Music ringtones (MP3), Polyphonic ringtones (64 voices), Vibration, Phone profiles, Speakerphone",,"Voice dialing, Voice commands, Voice recording, Push-to-Talk","Computer sync, SyncML",,,,,,Single camera,,240 x 320 pixels,,,,,,,,TFT,,"850, 1900 MHz",Yes,0,,220x176,,,,None,,5.4
,,,2.0,,,,,"HSDPA 3.6 Mbit/s, UMTS",,3.89 x 2.08 x 0.82 inches (99 x 53 x 21 mm),2.6 inches,,,,,"Numeric keypad, Soft keys, Music control keys",,Yes,,Yes,"850, 900, 1800, 1900 MHz",,,3.5mm,,,,,,5 megapixels,,,,,None,"Music ringtones (MP3), Vibration, Phone profiles, Speakerphone","Symbian (9.2), S60 3rd Edition, Feature Pack 1","Voice dialing, Voice commands, Voice recording, Push-to-Talk","UPnP, Computer sync, Infrared, VoIP",,,,256 MB,FM,Single camera,,240 x 320 pixels,,TV-out,,Accelerometer,,,,TFT,,"850, 1900 MHz",Yes,0,,640x480 (VGA) (30 fps),,,,None,"802.11 b, g",5.6
,,,2.0,,,,,"HSDPA 3.6 Mbit/s, UMTS",,3.89 x 2.08 x 0.82 inches (99 x 53 x 21 mm),2.8 inches,,,None,,"Numeric keypad, Soft keys, Music control keys",,Yes,,Yes,"850, 900, 1800, 1900 MHz",,,3.5mm,,,,,,5 megapixels,,,,,None,"Music ringtones (MP3), Polyphonic ringtones, Vibration, Phone profiles, Speakerphone","Symbian (9.2), S60 3rd Edition, Feature Pack 1","Voice dialing, Voice commands, Voice recording, Push-to-Talk","UPnP, Computer sync, Infrared, SyncML, VoIP",,,,256 MB,"FM, Stereo, Visual Radio",Single camera,,240 x 320 pixels,,"DLNA, TV-out",,Accelerometer,,,,TFT,,2100 MHz,USB 2.0,0,,640x480 (VGA) (30 fps),,,,None,"802.11 b, g",8.5
,,,"2.0, EDR",,,,,,,4.29 x 1.72 x 0.56 inches (109 x 43.9 x 14.4 mm),,,,None,,"Numeric keypad, Soft keys",,Yes,,,"900, 1800, 1900 MHz",,,,,,,,,2 megapixels,,,,,None,"Music ringtones (MP3), Polyphonic ringtones (64 voices), Vibration, Phone profiles, Speakerphone",,"Voice dialing, Voice commands, Voice recording, Push-to-Talk",SyncML,,,,,"FM, Stereo",Single camera,,240 x 320 pixels,,,,,,,,TFT,,,USB 2.0,0,,220x176,,,,None,,9.1
,,,"2.0, EDR",,,,,UMTS,,3.70 x 1.85 x 0.84 inches (94 x 47 x 21.5 mm),,,,None,,"Numeric keypad, Soft keys, Music control keys",,Yes,,Yes,"850, 900, 1800, 1900 MHz",,,2.5mm,,,,,,2 megapixels,,,,,None,"Music ringtones (MP3), Vibration, Phone profiles, Speakerphone",,"Voice dialing, Voice recording, Push-to-Talk",Computer sync,,,,,"FM, Stereo, Visual Radio",Single camera,,240 x 320 pixels,,,,,,,,TFT,,"850, 2100 MHz",Yes,0,,640x480 (VGA),,,,None,,9.2
,,,"2.0, EDR",,,,,,,4.21 x 1.77 x 0.51 inches (107 x 45 x 13.1 mm),,,,,,"Numeric keypad, Soft keys",,,,,"850, 1800, 1900 MHz",,,2.5mm,,,,,,2 megapixels,,,,,None,"Music ringtones (MP3), Polyphonic ringtones (64 voices), Vibration, Phone profiles, Speakerphone",,"Voice dialing, Voice commands, Voice recording, Push-to-Talk","Computer sync, SyncML",,,,,"FM, Stereo",Single camera,,128 x 160 pixels,,,,,,up to 2 GB,,TFT,,,Yes,0,,Yes,,,,None,,7.1
,,,"2.0, EDR",,,,,,,4.21 x 1.77 x 0.62 inches (107 x 45 x 15.9 mm),2.0 inches,,,None,,"Numeric keypad, Soft keys",,,,,"850, 900, 1800, 1900 MHz",,,,,,,,,2 megapixels,,,,,None,"Music ringtones (MP3, AAC), Polyphonic ringtones (64 voices), Vibration, Phone profiles, Speakerphone",,"Voice dialing (Speaker independent), Voice commands, Voice recording, Presence",Computer sync,,,,,FM,Single camera,,240 x 320 pixels,,,,,,,,TFT,,,USB 2.0,0,,220x176,,,,None,,7.5
,,,2.0,,,,,UMTS,,3.79 x 1.83 x 0.64 inches (96.5 x 46.5 x 16.4 mm),2.2 inches,,,None,,"Numeric keypad, Soft keys",,LED,,Yes,"850, 900, 1800, 1900 MHz",,,2.5mm,,,,,,3.2 megapixels,,,,,None,"Music ringtones (MP3), Polyphonic ringtones (64 voices), Vibration, Phone profiles, Speakerphone",,"Voice dialing, Voice commands, Voice recording, Push-to-Talk, Presence","Computer sync, SyncML",,,,,"FM, Visual Radio",Single camera,,240 x 320 pixels,,TV-out,,,,,,TFT,,"850, 2100 MHz",USB 2.0,0,,640x480 (VGA) (15 fps),,,,None,,7.5
,,,"2.0, EDR",,,,,UMTS,,4.32 x 1.77 x 0.37 inches (110 x 45 x 9.5 mm),2.0 inches,,,None,,"Numeric keypad, Soft keys",,LED,,,"850, 900, 1800, 1900 MHz",,,,,,,,,2 megapixels,,,,,None,"Music ringtones (MP3), Polyphonic ringtones (64 voices), Vibration, Phone profiles, Speakerphone",,"Voice dialing, Voice commands, Voice recording",SyncML,,,,,,Single camera,,240 x 320 pixels,,,,,,,,TFT,,"850, 2100 MHz",Yes,0,,220x176,,,,None,,5.8
,,,,,,,,,,4.00 x 1.73 x 0.68 inches (102 x 44 x 17.5 mm),,,,,,"Interchangeable covers, Numeric keypad, Soft keys",,,,,"850, 1900 MHz",,,2.5mm,,,,,,,,,,,None,"Polyphonic ringtones (32 voices), Vibration, Speakerphone",,TTY/TDD,,,,,,,,,96 x 68 pixels,,,,,,,,,,,,0,,,,,,None,,8.8
,,,,,,,,,,4.09 x 1.73 x 0.70 inches (104 x 44 x 18 mm),,,,,,"Numeric keypad, Soft keys",,,,,"850, 1900 MHz",,,2.5mm,,,,,,,,,,,None,"Polyphonic ringtones, Phone profiles",,,,,,,,FM,,,128 x 160 pixels,,,,,,,,LCD,,,,0,,,,,,None,,7.0
,,,"2.0, EDR",,,,,,,3.42 x 1.77 x 0.82 inches (87 x 45 x 21 mm),,,,,,"Numeric keypad, Soft keys",,,,,"850, 1900 MHz",,,2.5mm,,,,,,0.3 megapixels VGA,,,,,None,"Music ringtones (MP3), Vibration, Phone profiles, Speakerphone",,Voice recording,"Computer sync, SyncML",,,,,FM,Single camera,,128 x 160 pixels,,,,,,,,TFT,,,,0,,Yes,,,,None,,6.3
,,,,,,,,,,4.01 x 1.73 x 0.68 inches (102 x 44 x 17.5 mm),,,,,,"Numeric keypad, Soft keys",,,,,"850, 1900 MHz",,,2.5mm,,,,,,,,,,,None,"Polyphonic ringtones (32 voices), Vibration, Phone profiles, Speakerphone",,,,,,,,,,,98 x 68 pixels,,,,,,,,STN,,,,0,,,,,,None,,7.0
,,,Yes,,,,,,,4.13 x 1.77 x 0.33 inches (105 x 45 x 9.9 mm),,,,,,"Numeric keypad, Soft keys",,,,,"850, 1900 MHz",,,2.5mm,,,,,,0.3 megapixels VGA,,,,,None,"Music ringtones (MP3), Vibration, Phone profiles, Speakerphone",,Voice recording,,,,,,FM,Single camera,,128 x 160 pixels,,,,,,,,TFT,,,,0,,Yes,,,,None,,7.9
,,,"2.0, EDR",,,,,"HSDPA 3.6 Mbit/s, UMTS",,4.13 x 1.81 x 0.59 inches (105 x 46 x 15 mm),2.0 inches,,,None,,"Numeric keypad, Soft keys",,Yes,,Yes,"850, 900, 1800, 1900 MHz",,,2.5mm,,,,,,2 megapixels,,,,,None,"Music ringtones (MP3), Polyphonic ringtones (64 voices), Vibration, Phone profiles, Speakerphone","Symbian (9.2), S60 3rd Edition, Feature Pack 1","Voice dialing, Voice commands, Voice recording, Push-to-Talk, Presence","SyncML, Computer sync",,,,128 MB,"FM, Stereo, Visual Radio",Single camera,,240 x 320 pixels,,,,,,,,TFT,,"850, 2100 MHz",USB 2.0,0,,320x240 (QVGA) (15 fps),,,,None,,8.5
,,,2.0,,,,,UMTS,,4.25 x 1.98 x 0.68 inches (108 x 50.5 x 17.3 mm),2.2 inches,,,None,,"Numeric keypad, Soft keys",,Yes,,,"850, 900, 1800, 1900 MHz",,,2.5mm,,,,,,2 megapixels,,,,,None,"Music ringtones (MP3), Polyphonic ringtones (64 voices), Vibration, Phone profiles, Speakerphone","Symbian (9.2), S60 3rd Edition, Feature Pack 1","Voice dialing, Voice commands, Voice recording, Push-to-Talk","Infrared, SyncML, Computer sync",,,,128 MB,"FM, Stereo, Visual Radio",Single camera,,240 x 320 pixels,,,,,Multiple speakers,,,TFT,,2100 MHz,USB 2.0,0,,Yes,,,,None,,9.2
,,,,,,,,,,4.14 x 1.73 x 0.73 inches (105.4 x 44 x 18.6 mm),,,,None,,"Numeric keypad, Soft keys",,,,,"850, 1800, 1900 MHz",,,,,,,,,0.3 megapixels VGA,,,,,None,"Music ringtones (MP3), Polyphonic ringtones (24 voices), Vibration, Phone profiles, Speakerphone",,"Voice dialing, Voice commands, Voice recording, Push-to-Talk, Presence","Computer sync, SyncML",,,,,"FM, Stereo",Single camera,,128 x 160 pixels,,,,,,,,STN,,,Yes,0,,128x96 (SubQCIF),,,,None,,5.0
,,,,,800 MHz,,,,,3.38 x 1.77 x 0.90 inches (86 x 45 x 23 mm),,,,None,,"Numeric keypad, Soft keys",,Yes,,,,,,2.5mm,,,,,,0.3 megapixels VGA,,,,,None,"Music ringtones (MP3), Polyphonic ringtones (32 voices), Vibration, Phone profiles, Speakerphone",,"Voice dialing, Voice commands, Voice recording",,,,,,,Single camera,,128 x 160 pixels,,,,,,,,TFT,,,Yes,0,,Yes,,,,None,,6.8
,,,1.2,,,,,UMTS,,4.13 x 1.92 x 0.61 inches (105 x 49 x 15.5 mm),,,,None,,"Numeric keypad, Soft keys",,,,,"850, 900, 1800, 1900 MHz",,,,,,,,,2 megapixels,,,,,None,"Music ringtones (MP3), Vibration, Phone profiles, Speakerphone",Symbian (9.1),"Voice dialing, Voice commands, Voice recording, Push-to-Talk","Infrared, SyncML, VoIP",,,,128 MB,,Single camera,,240 x 320 pixels,,,,,,,,TFT,,2100 MHz,Yes,0,,Yes,,,,None,"802.11 b, g",8.0
,,,"2.0, EDR",,,,,"HSDPA 3.6 Mbit/s, UMTS",,3.97 x 1.92 x 0.78 inches (101 x 49 x 20 mm),2.2 inches,,,None,,"Numeric keypad, Soft keys",,Yes,,Yes,"850, 900, 1800, 1900 MHz",,,,,,,,,2 megapixels,,,,,None,"Music ringtones (MP3), Polyphonic ringtones (64 voices), Vibration, Phone profiles, Speakerphone","Symbian (9.2), S60 3rd Edition, Feature Pack 1","Voice dialing, Voice recording, Push-to-Talk",SyncML,,,,128 MB,"FM, Stereo, Visual Radio",Single camera,,240 x 320 pixels,,,,,,,,TFT,,2100 MHz,USB 2.0,0,,Yes,,,,None,,7.4
,,,1.2,DVB-H,,,,UMTS,,4.37 x 1.96 x 0.74 inches (111 x 50 x 18.8 mm),2.4 inches,,,None,,"Numeric keypad, Soft keys",,Yes,,Yes,"900, 1800, 1900 MHz",,,,,,,,,2 megapixels,,,,,None,"Music ringtones (MP3), Polyphonic ringtones (64 voices), Vibration, Phone profiles, Speakerphone","Symbian (9.1), S60 3rd Edition","Voice dialing, Voice commands, Voice recording, Push-to-Talk","SyncML, Computer sync",,,,128 MB,"FM, Visual Radio",Single camera,,240 x 320 pixels,,,,,,,,TFT,,2100 MHz,USB 2.0,0,,Yes,,,,None,,8.0
,,,1.2,,,,,UMTS,,4.60 x 2.75 x 0.55 inches (117 x 70 x 14 mm),2.8 inches,,,None,,"Full keyboard, Soft keys",,,,,"850, 900, 1800, 1900 MHz",,,,,,,,,2 megapixels,,,,,None,"Music ringtones (MP3), Polyphonic ringtones (48 voices), Vibration, Phone profiles, Speakerphone",Symbian (9.1),"Voice dialing, Voice commands, Voice recording, Push-to-Talk","Infrared, SyncML, VoIP, Computer sync",,,,128 MB,,Single camera,,320 x 240 pixels,,,,,,,,TFT,,2100 MHz,USB 2.0,0,,352x288 (CIF),,,,None,"802.11 b, g",8.9
,,,"2.0, EDR",,,,,"HSDPA 3.6 Mbit/s, UMTS",,5.19 x 2.24 x 0.78 inches (132 x 57 x 20 mm),,,,None,,"Full keyboard, Numeric keypad, Soft keys",,Yes,,Yes,"850, 900, 1800, 1900 MHz",,,2.5mm,,,,,,3.2 megapixels,,,,,None,"Music ringtones (MP3), Vibration, Phone profiles, Speakerphone","Symbian (9.2), S60 3rd Edition, Feature Pack 1","Voice dialing, Voice commands, Voice recording, Push-to-Talk","Computer sync, Infrared, SyncML, VoIP",,,,256 MB,"FM, Visual Radio",Single camera,,800 x 352 pixels,,,,,,,,TFT,,2100 MHz,USB 2.0,0,,640x480 (VGA) (30 fps),,,,None,"802.11 b, g",8.6
,,,2.0,,,,,,,4.27 x 1.80 x 0.61 inches (108.5 x 46 x 15.6 mm),,,,,,"Numeric keypad, Soft keys",,,,,"900, 1800, 1900 MHz",,,,,,,,,1.3 megapixels,,,,,None,"Music ringtones (MP3), Polyphonic ringtones (64 voices), Vibration, Phone profiles, Speakerphone",,"Voice dialing, Voice commands, Voice recording, Push-to-Talk","Infrared, SyncML",,,,,"FM, Stereo",Single camera,,128 x 160 pixels,,,,,,,,TFT,,,Yes,0,,Yes,,,,None,,9.1
,,,,,,,,,,4.14 x 1.74 x 0.73 inches (105.4 x 44.3 x 18.6 mm),,,,None,,"Numeric keypad, Soft keys",,,,,"850, 1800, 1900 MHz",,,,,,,,,0.3 megapixels VGA,,,,,None,"Music ringtones (MP3), Polyphonic ringtones (24 voices), Vibration, Phone profiles, Speakerphone",,"Voice dialing, Voice recording, Push-to-Talk","Infrared, SyncML",,,,,"FM, Stereo",Single camera,,128 x 160 pixels,,,,,,,,TFT,,,Yes,0,,Yes,,,,None,,6.6
,,,1.1,,,,,,,4.64 x 2.04 x 0.70 inches (118 x 52 x 18 mm),,,,,,"Numeric keypad, Soft keys",,,,,"900, 1800, 1900 MHz",,,,,,,,,1.3 megapixels,,,,,None,"Polyphonic ringtones, Vibration, Phone profiles, Speakerphone","Symbian (7.0), UIQ 2.1","Voice dialing, Voice commands, Voice recording","Computer sync, Infrared, SyncML",,,,,,Single camera,,208 x 320 pixels,,,,,,,,TFT,,,Yes,0,,Yes,,,,None,,7.5
,,,2.0,,,,,,,3.62 x 1.88 x 0.78 inches (92 x 48 x 20 mm),2.2 inches,,,None,,"Numeric keypad, Soft keys",,,,,"850, 900, 1800, 1900 MHz",,,,,,,,,1.3 megapixels,,,,,None,"Music ringtones (MP3), Polyphonic ringtones (64 voices), Vibration, Phone profiles, Speakerphone",,"Voice dialing, Voice commands, Voice recording, Push-to-Talk","NFC, Infrared, SyncML",,,,,"FM, Stereo, Visual Radio",Single camera,,240 x 320 pixels,,,,,,,,TFT,,,Yes,0,,220x176,,,,None,,8.4
,,,2.0,,,,,UMTS,,4.19 x 2.04 x 0.53 inches (106.5 x 52 x 13.7 mm),2.4 inches,,,None,,"Numeric keypad, Soft keys",,Yes,,Yes,"850, 900, 1800, 1900 MHz",,,3.5mm,,,,,,2 megapixels,,,,,None,"Music ringtones (MP3), Polyphonic ringtones (64 voices), Vibration, Phone profiles, Speakerphone","Symbian (9.2), S60 3rd Edition, Feature Pack 1","Voice dialing, Voice commands, Voice recording, Push-to-Talk","SyncML, Computer sync",,,,128 MB,"FM, Stereo",Single camera,,240 x 320 pixels,,,,,,,,TFT,,2100 MHz,USB 2.0,0,,320x240 (QVGA) (15 fps),,,,None,,7.4
,,,2.0,,,,,UMTS,,4.25 x 2.28 x 0.98 inches (108 x 58 x 25 mm),,,,None,,"Numeric keypad, Soft keys",,Yes,,Yes,"900, 1800, 1900 MHz",,,,,,,,,3.2 megapixels,,,,,None,"Music ringtones (MP3), Vibration, Phone profiles, Speakerphone","Symbian (9.1), S60 3rd Edition","Voice dialing, Voice commands, Voice recording, Push-to-Talk","UPnP, Infrared, Computer sync",,,,128 MB,"FM, Visual Radio",Single camera,,240 x 320 pixels,,TV-out,,Accelerometer,,,,TFT,,2100 MHz,USB 2.0,0,,640x480 (VGA) (30 fps),,,,None,"802.11 b, g",9.0
,,,"2.0, EDR",,,,,UMTS,,3.70 x 1.96 x 0.82 inches (94 x 50 x 21 mm),2.2 inches,,,None,,"Numeric keypad, Soft keys",,Yes,,Yes,"850, 900, 1800, 1900 MHz",,,2.5mm,,,,,,2 megapixels,,,,,None,"Music ringtones (MP3), Polyphonic ringtones (64 voices), Vibration, Phone profiles, Speakerphone","Symbian (9.2), S60 3rd Edition, Feature Pack 1","Voice dialing, Voice commands, Voice recording, Push-to-Talk","Infrared, SyncML, Computer sync",,,,128 MB,"FM, Visual Radio",Single camera,,240 x 320 pixels,,,,,,,,TFT,,2100 MHz,Yes,0,,Yes,,,,None,,8.2
,,,2.0,,,,,,,4.18 x 1.71 x 0.46 inches (106.5 x 43.5 x 12 mm),2.0 inches,,,None,,"Numeric keypad, Soft keys",,,,,"850, 1800, 1900 MHz",,,2.5mm,,,,,,2 megapixels,,,,,None,"Music ringtones (MP3), Video ringtones, Polyphonic ringtones (64 voices), Vibration, Phone profiles, Speakerphone",,"Voice dialing, Voice commands, Voice recording, Push-to-Talk","Computer sync, SyncML",,,,,"FM, Stereo, Visual Radio",Single camera,,240 x 320 pixels,,,,,,,,TFT,,,Yes,0,,Yes,,,,None,,8.0
,,,2.0,,,,,,,4.14 x 1.74 x 0.73 inches (105.5 x 44.5 x 18.5 mm),,,,None,,"Numeric keypad, Soft keys",,,,,"850, 900, 1800, 1900 MHz",,,,,,,,,0.3 megapixels VGA,,,,,None,"Music ringtones (MP3), Polyphonic ringtones (64 voices), Vibration, Phone profiles, Speakerphone",,"Voice dialing, Voice commands, Voice recording, TTY/TDD, Push-to-Talk","UMA (Wi-Fi Calling), Computer sync, SyncML",,,,,"FM, Visual Radio",Single camera,,128 x 160 pixels,,,,,,,,STN,,,USB 1.1,0,,Yes,,,,None,"802.11 b, g",4.0
,,,2.0,,"800, 1900 MHz",,,,,4.30 x 1.70 x 0.68 inches (109 x 43 x 17 mm),,,,None,,"Numeric keypad, Soft keys",,Yes,,,,,,2.5mm,,,,,,2 megapixels,,,,,None,"Music ringtones (MP3), Polyphonic ringtones (64 voices), Vibration, Phone profiles, Speakerphone",,"Voice dialing, Voice commands, Voice recording, TTY/TDD","Computer sync, Infrared",,,,,"FM, Stereo",Single camera,,240 x 320 pixels,,,,,,,,TFT,,,Yes,0,,Yes,,,,None,,6.9
,,,2.0,,"800, 1900 MHz",,,,,3.20 x 1.69 x 0.94 inches (81.5 x 43 x 24 mm),,,,,,"Numeric keypad, Soft keys",,,,,,,,2.5mm,,,,,,,,,,,None,"Music ringtones (MP3), Vibration, Phone profiles, Speakerphone",,"Voice dialing, Voice commands, Voice recording, TTY/TDD",,,,,,,,,128 x 160 pixels,,,,,,,,STN,,,Yes,0,,,,,,None,,10.0
,,,2.0,,,,,,,3.63 x 1.90 x 0.81 inches (92.5 x 48 x 21 mm),,,,None,,"Numeric keypad, Soft keys",,,,,"900, 1800, 1900 MHz",,,,,,,,,0.3 megapixels VGA,,,,,None,"Music ringtones (MP3), Polyphonic ringtones (64 voices), Vibration, Phone profiles, Speakerphone",,"Voice dialing, Voice commands, Voice recording, Push-to-Talk","Computer sync, Infrared",,,,,"FM, Visual Radio",Single camera,,128 x 160 pixels,,,,,,,,STN,,,Yes,0,,220x176,,,,None,,8.7
,,,2.0,,,,,,,3.63 x 1.89 x 0.81 inches (92.5 x 48 x 21 mm),,,,None,,"Numeric keypad, Soft keys",,,,,"850, 1800, 1900 MHz",,,2.5mm,,,,,,1.3 megapixels,,,,,None,"Music ringtones (MP3), Polyphonic ringtones (64 voices), Vibration, Phone profiles, Speakerphone",,"Voice dialing, Voice commands, Voice recording, Push-to-Talk","Computer sync, Infrared, SyncML",,,,,"FM, Stereo",Single camera,,240 x 320 pixels,,,,,,,,TFT,,,Yes,0,,220x176,,,,None,,6.8
,,,2.0,,,,,UMTS,,3.93 x 1.81 x 0.82 inches (100 x 46 x 21 mm),,,,None,,"Numeric keypad, Soft keys",,Yes,,Yes,"900, 1800, 1900 MHz",,,,,,,,,2 megapixels,,,,,None,"Music ringtones (MP3), Polyphonic ringtones (64 voices), Vibration, Phone profiles, Speakerphone",,"Voice dialing, Voice commands, Voice recording, Push-to-Talk","Computer sync, Infrared",,,,,"FM, Visual Radio",Single camera,,240 x 320 pixels,,,,,,,,TFT,,2100 MHz,Yes,0,,Yes,,,,None,,9.4
,,,1.1,,"800, 1900 MHz",,,,,3.50 x 1.87 x 0.72 inches (89 x 47.5 x 18 mm),,,,None,,"Numeric keypad, Music control keys, Soft keys",,Yes,,,,,,2.5mm,,,,,,1.3 megapixels,,,,,None,"Music ringtones (MP3), Vibration, Phone profiles, Speakerphone",,"Voice dialing, Voice commands, Voice recording, TTY/TDD",Computer sync,,,,,,Single camera,,176 x 220 pixels,,,,,,,,TFT,,,Yes,0,,Yes,,,,None,,8.6
,,,2.0,,,,,,,3.46 x 1.69 x 0.90 inches (88 x 43 x 23 mm),,,,None,,"Numeric keypad, Soft keys",,,,,"900, 1800, 1900 MHz",,,,,,,,,2 megapixels,,,,,None,"Music ringtones (MP3), Polyphonic ringtones (64 voices), Vibration, Phone profiles, Speakerphone",,"Voice dialing, Voice commands, Voice recording",Computer sync,,,,,FM,Single camera,,320 x 240 pixels,,,,,,,,TFT,,,Yes,0,,Yes,,,,None,,7.2
,,,2.0,,,,,"HSDPA 3.6 Mbit/s, UMTS",,3.89 x 2.08 x 0.82 inches (99 x 53 x 21 mm),2.6 inches,,,None,,"Numeric keypad, Soft keys, Music control keys",,Yes,,Yes,"850, 900, 1800, 1900 MHz",,,3.5mm,,,,,,5 megapixels,,,,,None,"Music ringtones (MP3), Vibration, Phone profiles, Speakerphone","Symbian (9.2), S60 3rd Edition, Feature Pack 1","Voice dialing, Voice commands, Voice recording, Push-to-Talk","UPnP, Infrared, VoIP, Computer sync",,,,256 MB,FM,Single camera,,240 x 320 pixels,,TV-out,,Accelerometer,,,,TFT,,2100 MHz,Yes,0,,640x480 (VGA) (30 fps),,,,None,"802.11 b, g",8.3
,,,2.0,,,,,UMTS,,3.74 x 2.04 x 0.79 inches (95 x 52 x 20.2 mm),2.4 inches,,,None,,"Numeric keypad, Soft keys, Music control keys",,Yes,,,"850, 900, 1800, 1900 MHz",,,,,,,,,2 megapixels,,,,,None,"Music ringtones (MP3), Vibration, Phone profiles, Speakerphone",Symbian (9.1),"Voice dialing, Voice commands, Voice recording, TTY/TDD","Computer sync, Infrared, SyncML",,,,,FM,Single camera,,240 x 320 pixels,,,,,Multiple speakers,,,TFT,,"850, 1900 MHz",USB 2.0,0,,Yes,,,,None,,8.4
,,,2.0,,,,,,,4.21 x 1.77 x 0.64 inches (107 x 45 x 16.5 mm),,,,,,"Numeric keypad, Soft keys",,,,,"900, 1800, 1900 MHz",,,,,,,,,2 megapixels,,,,,None,"Music ringtones (MP3), Polyphonic ringtones (64 voices), Vibration, Phone profiles, Speakerphone",,"Voice dialing (Speaker independent), Voice recording","Computer sync, SyncML",,,,,FM,Single camera,,208 x 208 pixels,,,,,,,,TFT,,,Yes,0,,Yes,,,,None,,9.0
